y,x_1,x_2,x_3,x_4,x_5,x_6,x_7,x_8,x_9,x_10,x_11
20,59.485386,6.5066,0.5293,222.387695,15.4,135.300003,63.5154,30.2356,1011.325623,26.8927,-2
18,58.697742,6.7909,1.5578,221.768005,15.5,134.5,65.372597,23.5287,1011.948486,26.7943,-2
18,57.587906,6.8917,0.5193,221.991196,15.8,133.399994,68.051804,23.718201,1011.919922,26.6525,0
18,56.792542,7.2218,1.0335,220.873993,15.9,132.800003,67.599503,18.036501,1012.705322,26.548401,-3
15,55.859219,5.4511,0,220.882507,16.1,131.899994,66.163498,16.1073,1011.672729,26.423599,-3
15,55.729336,5.1584,-0.5292,220.774002,16.1,131,72.306503,15.6609,1012.044373,26.406,0
15,56.304382,4.715,-0.5093,221.248001,16,130.399994,68.843102,9.6387,1012.649414,26.4835,-2
13,57.490517,5.2854,-1.5377,220.675003,15.9,129.800003,71.376801,6.15,1013.053772,26.639799,-2
13,59.37112,1.0767,-1.0184,221.648697,15.6,129,68.149002,4.9584,1012.116394,26.8785,0
13,61.081364,4.1808,-1.0235,221.457001,15.4,128.199997,67.1175,5.0063,1011.994324,27.0865,0
13,62.723881,6.1295,-1.0285,221.127808,15.2,127.199997,63.695202,4.6786,1012.892578,27.278799,0
13,63.269131,6.5528,-1.5411,220.658401,15,126.599998,65.282501,6.4585,1013.076416,27.341101,0
13,63.043922,7.1656,-1.0184,220.877808,14.7,125.900002,65.444298,5.9565,1013.247314,27.315399,0
13,62.183437,6.7015,0,220.507507,14.5,125.099998,70.389702,7.9084,1012.353027,27.216299,0
13,61.152725,9.0965,0,220.417297,14.5,124.199997,67.9804,7.4188,1013.266479,27.094999,0
13,61.417515,10.1459,-1.0184,220.235794,14.5,123.400002,69.1483,8.2842,1013.67041,27.1264,0
13,85.097054,7.9942,1.0385,222.089294,6.6,158.699997,73.128403,24.239901,1010.225708,29.370899,0
13,83.931206,8.9445,1.0335,221.136398,6.8,157.899994,73.088501,26.945999,1013.034424,29.280199,2
15,83.340858,6.2017,1.5411,221.878601,7,157.300003,72.910896,29.724701,1009.484192,29.2337,2
15,82.232811,3.454,1.0385,221.450897,7.3,156.800003,75.900398,27.360001,1012.485779,29.1453,0
15,81.395172,4.726,0.5194,221.2202,7.5,156.100006,81.960999,29.564699,1010.058411,29.0774,3
18,80.135658,7.1524,0,221.470795,7.6,155.300003,78.618896,21.5445,1012.364502,28.9737,3
18,79.711143,8.6438,-0.5194,221.924393,7.6,154.5,80.434402,30.564899,1009.952271,28.938299,5
23,79.680397,8.2538,-0.5193,221.894104,7.5,153.5,81.176201,32.962101,1012.635803,28.935699,7
25,79.903183,5.3566,0.5392,222.409195,7.4,152.699997,80.0214,27.841499,1010.116028,28.9543,7
30,79.083,10.3419,1.0335,221.941299,7.5,151.899994,83.017502,25.6446,1012.791809,28.885401,8
33,78.382332,12.9356,1.5511,223.052795,7.7,150.899994,85.523499,25.292,1009.0578,28.8258,3
33,77.420059,8.6121,0.5392,223.252701,8,149.699997,90.581596,24.3981,1013.022583,28.742901,2
35,76.472649,9.1615,1.5511,222.031006,8.1,148.199997,87.908302,24.4816,1010.770996,28.659901,7
40,75.69519,10.5167,2.0695,221.7444,8.4,147.199997,85.6698,24.0037,1012.259277,28.590799,5
40,75.502968,5.2351,1.0436,223.238907,8.8,145.800003,83.974403,26.507601,1010.088806,28.5735,0
40,75.510597,0.4748,2.0645,222.609894,9,144.800003,87.9534,33.820202,1013.003113,28.5742,2
42,75.031456,2.9702,1.0385,221.913895,9.4,143.600006,88.885803,36.348499,1011.275208,28.531,5
45,75.0578,4.8624,2.067,222.074799,9.6,142.399994,90.114601,41.6824,1012.29303,28.5334,10
52,74.670761,5.2858,1.5611,223.021393,10,141.300003,89.259399,37.114899,1009.492188,28.498301,13
58,73.655167,8.3514,0,222.432297,10.3,139.899994,89.172096,43.368698,1011.041016,28.405001,8
60,72.827896,8.3919,2.0696,222.109299,10.3,138.699997,88.577599,44.0812,1010.623779,28.3277,7
65,71.582344,10.3158,2.5823,222.089493,10.7,137.600006,84.014702,41.8848,1011.402222,28.2092,5
65,69.892471,7.4667,2.5803,223.575897,11.2,136.600006,79.404099,38.770199,1008.72937,28.044001,-3
62,68.851662,6.3581,1.5545,221.706207,11.7,135.699997,81.912498,41.230301,1010.699402,27.9396,-5
60,68.101135,10.1823,1.5512,222.016998,12,134.699997,78.788803,32.208801,1009.501221,27.863001,-7
55,67.419273,11.1454,2.5763,221.360107,12.3,134,76.378304,34.9356,1010.044189,27.7924,-8
52,66.12188,17.9618,2.5843,222.585205,12.8,133.399994,78.617599,25.436199,1008.578674,27.6555,-3
52,64.508446,16.652599,2.5803,223.128601,13.3,132.600006,79.877296,31.841801,1009.53241,27.48,0
52,62.835365,18.2213,1.5511,222.248901,13.8,131.899994,71.282997,29.291,1008.731873,27.291599,-4
48,61.828663,21.902,0.5292,221.377594,14.1,131,70.397202,24.5935,1009.60498,27.1749,-7
45,61.430218,15.7542,0,221.739807,14.2,130,69.730202,19.262199,1009.487976,27.127899,-6
42,61.921383,14.896,1.0486,221.628204,14.2,129,77.704597,24.938999,1009.707275,27.185699,-5
40,63.404533,11.1738,2.0721,221.942398,14.4,127.699997,76.1203,16.9569,1009.677795,27.3564,-4
38,63.679108,5.6042,2.0796,220.607895,14.8,126.5,75.744301,17.475,1010.090698,27.3874,-5
35,62.70575,7.1804,2.0696,221.845993,15.2,125.099998,73.667702,13.7836,1009.960571,27.276699,-3
35,62.833256,3.3135,1.5512,221.811996,15.6,124.199997,79.989197,21.1026,1010.265686,27.2913,-2
33,63.843819,8.7405,1.5579,221.510605,15.9,123.400002,72.464699,17.6464,1011.392029,27.405899,-7
28,64.949883,12.9515,3.6163,221.450806,16.200001,122.5,73.724503,17.4715,1010.706177,27.528601,-8
25,58.454895,12.7943,7.7589,221.530899,16.9,121.5,72.766998,17.5683,1010.61322,9999,-5
23,62.269295,7.7719,7.239,220.877701,18.4,119.800003,74.056,15.2048,1009.828186,27.226299,-7
18,56.715618,6.9676,1.5545,222.280899,19.799999,118.300003,60.395699,8.6594,1011.185181,26.5382,-8
15,75.859268,7.2696,1.0285,222.134399,8.4,153.800003,72.833,23.901199,1007.777405,28.6054,2
15,75.583839,5.351,1.0335,221.334503,8.6,153,69.357697,22.503201,1010.027283,28.580799,3
18,75.195358,3.6584,0.5092,221.370697,8.8,152.600006,65.524902,23.862301,1007.193176,28.545799,5
20,75.047569,3.3214,0.5296,221.464996,8.9,152.199997,65.148003,24.5473,1010.066223,28.532499,5
23,74.922264,5.8261,0,221.620407,9,151.699997,65.037201,24.8526,1007.132324,28.521099,3
23,74.966431,6.611,-0.5092,221.626007,9,151.300003,66.062798,19.7194,1008.698608,28.525101,0
23,75.320709,11.1687,0,222.127106,8.9,150.899994,71.5942,20.984501,1006.286194,28.5571,0
23,75.349251,11.1395,0,221.910004,8.9,150.800003,72.522598,20.172001,1009.098083,28.5597,-3
20,75.377892,10.4333,0.5194,222.204193,8.9,150.699997,71.637703,26.2197,1006.7276,28.5623,-3
13,86.673103,3.6366,3.0906,221.392807,8.4,141.5,70.0774,9.5,1009.146423,29.490999,2
15,85.521439,5.6471,2.057,221.587204,9,141.199997,80.378403,15.1899,1010.432373,29.4035,2
15,84.938629,5.1658,1.5444,222.013504,9.4,140.699997,79.526703,13.4836,1009.324219,29.3587,0
15,83.962936,9.2117,0,221.217606,9.7,140.199997,77.2855,19.1015,1010.242676,29.2827,3
18,83.630333,9.0944,-0.5093,222.231598,9.7,139.899994,73.833298,18.612801,1008.310791,29.256599,5
20,83.452873,11.1738,-0.5293,221.984497,9.6,139.600006,74.041199,22.1805,1009.138306,29.242599,2
20,83.376984,8.5593,-0.499,223.013199,9.5,139.300003,72.287903,19.745399,1008.523071,29.236601,3
23,82.876755,11.0128,0,221.721497,9.4,139,74.522301,28.383499,1008.935608,29.196899,3
23,82.648041,12.9737,0,222.290894,9.4,138.699997,73.714699,27.236,1006.924622,29.1786,2
25,82.496033,7.7816,0,222.304092,9.4,138.5,74.249496,30.684,1007.97052,29.166401,2
25,82.365166,5.3949,0.5194,222.846802,9.4,138.199997,76.083099,27.9702,1008.075928,29.155899,3
28,81.120689,6.5172,0,222.627106,9.5,137.600006,75.353401,25.8533,1008.539307,29.055,3
28,80.986496,4.9262,1.5478,223.179901,9.5,136.899994,78.895599,26.6082,1007.02771,29.044001,2
30,81.035278,4.4833,2.0671,222.041901,9.8,136,83.497101,34.2757,1008.740479,29.048,5
33,81.023071,5.1521,2.0696,222.220398,10.2,135.199997,81.100304,34.569199,1009.733276,29.047001,8
38,80.400047,5.9627,3.6134,221.994705,10.6,134.199997,79.321404,41.709801,1010.055786,28.995701,5
38,79.804001,5.5353,1.5545,222.479095,11.3,133.100006,72.681396,38.435398,1009.102295,28.9461,4
42,79.350441,9.1851,1.0285,222.284897,11.6,132,73.875099,41.1017,1010.124695,28.908001,4
42,79.051765,7.326,1.5511,223.281403,11.8,131.199997,72.448799,32.748699,1010.134399,28.882799,3
45,78.472229,7.0745,2.5823,221.770294,12.1,130.199997,72.012299,29.546801,1009.881592,28.8335,3
45,78.383324,8.4731,4.1291,222.801804,12.6,129.100006,69.809799,31.6894,1008.310486,28.825899,0
45,78.935394,8.3048,1.5478,222.721802,13.4,128,67.930298,26.005301,1009.479309,28.8729,0
45,79.220291,8.3813,3.0972,222.941605,13.7,127.099998,61.681,23.3955,1009.473389,28.896999,3
48,78.933907,5.2564,3.1006,222.212708,14.3,126.199997,63.9734,26.0487,1009.647095,28.872801,3
48,79.457748,2.9147,2.5783,223.043396,14.9,125.199997,61.754002,23.6656,1008.44342,28.917,0
48,80.140999,1.319,3.6077,222.300903,15.4,124.599998,70.847702,26.515499,1009.75293,28.974199,2
50,80.877258,1.082,4.1241,223.085693,16.1,123.900002,66.344101,17.615101,1009.995178,29.035,4
52,79.791702,1.8593,4.64,222.752701,16.9,123.300003,70.245102,20.9536,1010.429688,28.945,8
58,79.821053,3.2784,4.1204,224.163101,17.799999,122.599998,67.511597,25.086399,1010.781799,28.9475,8
60,78.955452,4.9449,5.1497,223.477707,18.6,122.300003,70.698502,26.829,1010.9776,28.874599,0
58,77.485855,5.8213,5.1487,223.773697,19.6,122,67.275597,25.0079,1011.106812,28.7486,-5
55,74.850639,9.1477,6.1787,223.195999,20.6,122,70.452904,28.4468,1011.531006,28.514601,-6
52,72.997902,8.2659,7.234,223.205795,21.799999,122.300003,71.847702,36.626499,1010.492493,28.3437,-10
45,68.344292,7.8056,11.8999,222.873795,23.200001,123.599998,70.634598,40.912701,1011.328979,27.887899,-12
40,56.256901,14.4151,12.5031,223.710999,25.5,125.5,75.765404,47.033401,1011.487183,26.4771,-10
35,46.224739,18.8263,13.6535,222.377502,27.9,128.399994,80.478302,55.875099,1011.196472,24.9244,-7
33,37.582466,19.3881,20.2202,222.177795,30.5,132.199997,75.604202,49.327301,1008.937805,23.0767,-5
30,29.523903,24.4758,21.4863,220.805099,34.299999,138,80.710297,54.5047,1008.430481,20.449699,-5
28,20.814222,28.4363,21.7757,218.835693,38.400002,142.300003,87.934402,45.464901,1006.170227,14.0761,-7
23,18.066936,39.318001,8.449,218.179398,42.599998,145,88.4785,47.176102,1005.493774,6.825,-5
23,16.260242,40.3745,4.8076,221.224197,44.200001,148.100006,83.917801,48.568802,1006.062988,3.8062,-3
20,14.634218,25.5886,2.7373,224.157898,45.099998,150.899994,73.998802,40.883598,1007.947021,3.2628,-3
20,13.170796,19.9259,3.2901,223.924301,45.599998,153.600006,69.159599,44.1745,1006.579895,3.6264,0
20,11.853716,16.303699,3.3471,223.975494,46.200001,156.600006,75.087799,54.836899,1006.599182,3.423,0
20,10.668344,13.4237,0,224.585999,46.799999,160,84.070999,65.015999,1004.244385,3.7084,0
20,9.60151,8.509,1.2843,223.7621,46.799999,162.800003,85.026497,69.532402,1003.980774,4.1607,0
20,8.641358,10.1556,3.2381,223.963104,47,166.199997,87.437302,61.162998,1001.833923,3.8608,0
20,7.777223,6.5596,3.7786,225.330795,47.599998,168.800003,91.901199,60.891602,1001.281372,3.6832,-2
18,6.9995,8.5196,3.7313,226.286407,48.299999,171.600006,92.285797,56.973301,998.663513,4.095,-2
18,6.29955,6.6793,-0.9482,226.293793,49,174,95.039902,63.049198,997.833496,4.5,0
13,91.250824,6.3475,-1.0335,222.818695,3.6,160.100006,77.9897,45.722698,1007.026611,29.825001,0
13,91.446678,9.9903,-1.0285,222.919907,3.4,160.699997,82.503998,40.737499,1010.28009,29.8389,2
15,91.329269,6.5378,0.5194,223.993896,3.2,161.199997,89.1147,47.700802,1006.828125,29.830601,2
15,90.145203,8.3983,1.0335,223.508896,3.3,161.699997,88.387299,44.6548,1009.082275,29.7463,0
15,89.62159,3.7881,1.0285,223.496506,3.5,162.100006,90.651199,43.708199,1006.298218,29.708599,0
15,89.411194,5.4698,1.5478,222.874802,3.7,162.399994,90.670998,43.1353,1009.428772,29.6933,0
15,89.313889,3.3623,2.0595,223.1745,4,162.600006,92.691002,48.388302,1007.569824,29.6863,0
15,88.370155,2.9687,2.0621,223.165604,4.4,162.600006,93.410698,50.2654,1009.576477,29.6173,0
15,87.818352,6.1854,2.5743,223.333893,4.8,162.399994,92.829803,58.2486,1006.539795,29.576599,0
15,87.016396,10.6971,1.5511,223.331406,5.3,161.899994,92.642097,59.757401,1009.222717,29.5168,0
15,86.381744,7.0415,3.0922,223.491394,5.6,161.100006,89.307503,61.945301,1007.156311,29.469,3
18,83.685265,13.5724,3.0889,223.362701,6.2,160.199997,91.049698,63.223,1009.01947,29.2609,3
18,82.15921,14.628,4.1179,223.328293,6.8,160,89.653603,67.147202,1007.861877,29.1394,0
18,80.307686,13.8268,4.1191,223.239105,7.6,160,90.091202,66.686798,1010.730286,28.988001,0
18,78.18895,14.8895,3.6048,223.527802,8.4,159.800003,92.290497,71.704399,1008.330383,28.809299,0
18,75.322594,12.1523,2.5723,222.276703,9.1,159.699997,87.924202,71.901901,1010.86377,28.557301,0
18,74.133812,9.8548,1.0285,222.476898,9.6,159.600006,87.280296,74.176903,1007.887512,28.4492,2
20,73.82724,9.5074,1.0285,221.757401,9.8,159.199997,88.058296,77.771202,1011.210876,28.4209,2
20,73.615402,4.3457,0.5296,222.371994,10,158.899994,89.282898,75.703903,1009.041016,28.4013,0
20,72.934265,3.5519,0,223.438797,10.1,158.399994,85.570297,62.988701,1009.545105,28.3377,3
23,73.20269,5.6056,-0.499,222.910995,10.1,158,89.737099,62.800098,1008.046875,28.3629,3
23,73.807449,5.7814,0,223.914093,10,157.399994,87.453796,48.135799,1010.56781,28.4191,2
25,74.786194,12.3381,0.5296,223.118607,10,156.600006,87.291801,47.9716,1009.626404,28.508801,2
25,74.779724,7.843,1.0285,223.572205,10.1,156.199997,84.9207,40.4063,1010.654175,28.5082,3
28,75.919632,7.8748,1.5545,222.786194,10.3,155.300003,85.720299,44.6087,1008.167786,28.6108,8
33,77.216125,2.3416,1.5478,222.638794,10.6,154.199997,84.1716,43.132801,1011.255615,28.7251,7
35,77.988152,3.9421,2.5803,224.154602,10.9,153.199997,89.320801,40.723598,1009.094482,28.792,7
40,77.256561,8.4373,2.5863,224.081604,11.4,152.199997,91.667999,50.291199,1010.991821,28.7286,5
40,76.386925,7.5135,3.1072,224.103302,11.9,151.100006,87.362503,40.711201,1008.563782,28.6523,0
40,75.192352,11.8059,1.5578,224.893997,12.5,149.600006,88.058197,48.954102,1011.872498,28.545601,0
40,75.226868,8.564,2.5983,223.938995,12.8,148.300003,92.8004,50.218102,1009.641479,28.5487,0
40,75.94046,10.4322,1.5612,224.086502,13.3,146.800003,90.285103,48.824501,1011.5,28.6127,0
40,76.239136,12.1032,3.0989,223.133408,13.6,145.699997,88.125298,60.161499,1008.721191,28.6392,2
42,76.243355,5.7368,3.1039,223.8936,14.2,144.699997,82.717102,55.8466,1010.293823,28.639601,2
42,76.248154,8.5045,2.0746,223.938995,14.8,143.5,84.300301,44.2589,1009.268982,28.639999,0
42,75.626122,6.5512,3.0989,223.334503,15.2,142.399994,88.018402,47.3564,1009.737183,28.5846,6
48,74.554787,8.1794,3.6134,224.800705,15.8,141.5,87.223701,43.5546,1008.858521,28.4877,10
52,73.500023,5.7217,3.612,224.323898,16.5,140.600006,84.723999,45.288502,1009.985229,28.3906,7
55,72.701111,9.2304,3.0939,224.063904,17.200001,139.699997,85.432602,41.675701,1009.319702,28.3158,6
58,71.517357,7.1105,4.1229,224.914902,17.799999,139.100006,86.946098,38.7756,1010.154114,28.2029,3
58,70.446655,1.2298,4.1179,225.172195,18.6,138.600006,86.6642,36.2211,1008.758911,28.098801,0
58,69.066147,10.3923,3.6034,224.637695,19.4,138.5,87.250504,34.796299,1010.657715,27.9613,-3
55,67.581558,9.9414,4.1179,224.663406,20.1,138.399994,85.689598,33.613701,1009.794128,27.809299,-3
55,64.086929,20.3773,4.1204,224.747299,20.9,138.5,86.544701,34.842899,1010.456726,27.4331,0
55,62.775852,12.8504,3.6048,224.302597,21.700001,138.600006,80.288002,39.7649,1009.446472,27.2847,-7
48,62.126038,14.2235,3.6034,224.409302,22.4,138.800003,78.450699,39.467899,1010.152283,27.2096,-13
42,61.461006,11.67,3.6063,224.668198,23.1,139,69.821404,34.253601,1009.732178,27.131599,-10
38,59.70705,8.7615,4.1241,224.300003,23.799999,139.399994,81.324898,35.541801,1009.929504,26.92,-7
35,58.166096,4.3249,4.6523,224.520599,24.6,139.899994,74.729797,32.0397,1008.14093,26.726801,-5
33,52.949604,4.3827,5.1787,223.712601,25.5,141,79.593002,32.7901,1010.127686,26.014299,-2
33,47.421597,5.9687,7.7691,222.783203,26.5,142.300003,77.649498,40.515598,1009.231873,25.1357,0
33,39.837147,12.0845,10.8715,223.709396,28,143.899994,75.903198,39.9916,1009.08667,23.625,-3
30,33.133377,9.8861,13.5056,223.649307,30.1,145.699997,78.762001,44.3727,1007.621399,21.7904,-5
28,29.43181,9.4961,17.2805,222.268906,32.700001,148.199997,82.764702,47.773102,1008.316406,20.410601,-5
13,96.625961,6.7727,1.0285,224.259506,15.3,111.599998,81.334602,33.547298,1005.28241,30.1919,2
15,94.995697,8.4486,1.5478,224.751297,15.5,111.400002,72.639999,24.179399,1006.891174,30.0833,2
15,90.411293,11.4806,2.057,224.866806,15.8,111.199997,82.459099,36.5597,1005.728821,29.765301,0
15,88.353279,17.1605,3.0889,225.102295,16.200001,111.199997,76.064003,30.0868,1005.955017,29.6161,3
18,88.416199,14.1697,3.0889,225.078995,16.799999,111.5,83.408203,38.851299,1004.638672,29.620701,5
20,87.159607,12.1712,2.5763,225.080399,17.4,111.400002,79.615402,32.2906,1006.40387,29.5275,5
23,82.912659,15.6955,2.5763,224.772202,17.9,111.199997,86.147598,36.231201,1004.995789,29.199699,5
25,81.505669,14.1161,2.5763,226.123505,18.4,110.900002,86.115997,31.862301,1004.59552,29.086399,2
25,73.355103,12.0814,1.0285,224.7742,18.9,110.400002,88.612396,41.1367,1003.61377,9999,0
25,66.019585,14.4044,2.5803,225.363098,19.1,110,90.711899,36.934898,1005.16687,9999,-2
23,59.417629,12.7507,1.0436,225.157806,19.6,109.300003,91.299599,45.2047,1004.406799,9999,-7
18,75.040123,13.4933,0.5092,226.920197,19.799999,108.599998,87.748001,46.188301,1004.238586,28.531799,-5
18,84.935669,15.1271,1.0385,225.968399,19.9,108,86.656097,41.421799,1002.439209,29.3584,2
20,96.486565,12.2749,1.5411,225.471497,20.1,107.400002,84.127403,34.580299,1004.702515,30.182699,2
20,96.749657,13.4457,2.057,225.401001,20.4,107.099998,90.358398,40.690102,1004.053589,30.200001,3
23,96.376701,7.2386,2.0595,225.974792,20.799999,106.900002,90.926804,32.1423,1003.669373,30.1754,5
15,80.694687,8.9965,0.5194,222.673706,10,159.5,88.365898,45.601501,1010.089294,29.02,2
15,80.388336,11.5756,2.067,223.473099,10.1,158.699997,87.287804,47.092499,1008.533691,28.994699,3
18,79.851166,11.3837,2.5783,222.804901,10.5,157.5,84.653702,38.718601,1009.523376,28.950001,5
20,79.291107,10.1948,1.5545,223.427094,11,156.600006,86.884903,44.5938,1007.825073,28.903,2
20,79.822441,2.3371,0,223.555496,11.3,155.600006,85.551003,46.145901,1009.704773,28.947599,0
20,80.592896,7.8293,-1.0083,224.178894,11.3,154.300003,86.560699,50.6936,1007.651611,29.0116,3
23,81.244331,6.6312,-0.9883,223.602707,11.1,152.800003,83.378403,43.590599,1008.663025,29.0651,5
25,80.921417,9.8567,-2.0545,223.396393,10.9,150.600006,86.046898,53.411701,1006.638184,29.0387,2
25,80.842163,12.4749,-1.0235,223.4039,10.5,149.600006,86.4645,52.783699,1007.837097,29.032101,0
25,81.167496,22.7638,0,224.467896,10.3,148.800003,82.4664,48.180099,1005.991577,29.0588,3
28,79.869972,18.8657,2.5723,223.678802,10.3,148.199997,93.599899,58.398399,1006.579224,28.951599,8
33,80.335289,12.8745,2.0595,223.680206,10.8,148.5,91.067101,49.899601,1004.822388,28.990299,0
28,80.493263,11.1956,3.0872,223.852295,11.2,148.600006,90.270401,42.7943,1006.332214,29.003401,-8
